smiles,value,source,name,units,params
CCC(CC)(CC)CC,146.3,Handbook of chemistry and physics 2016,Boiling point,°C,
N#CCC[Si](Cl)(Cl)Cl,214.65,ECHA,Boiling point,°C,
CCCCCCCCN(CCCCCCCC)CCCCCCCC,366,GESTIS,Boiling point,°C,
O=[As](c1ccccc1)(c1ccccc1)c1ccccc1,324,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOc1ccc(N)c(N)c1,295,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCc1ccc(C)cc1O,258,,Boiling point,°C,
CC(=O)c1cc(C)ccc1O,210,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCCCCc1ccccc1,385,Handbook of chemistry and physics 2016,Boiling point,°C,
C=CCOP(=O)(OCC=C)OCC=C,80,AAT Bioquest,Boiling point,°C,
CCCCc1ccc(O)cc1,251,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCC1CCCCC1,179,GESTIS,Boiling point,°C,
CC[Si](Cl)(Cl)CC,130,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1CCCCCCCCCCCCO1,285,,Boiling point,°C,
CCCCCCCCCC,180,ECHA,Boiling point,°C,
CCCCC#CCCCC,178,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC(=O)CCCCCCC(=O)OCC,283.5,,Boiling point,°C,
Brc1ccc(Oc2ccc(Br)cc2)cc1,339,GESTIS,Boiling point,°C,
Cc1cc(C)c2cc(C)ccc2c1,280,,Boiling point,°C,
C=C(C)C(=O)OCCCCCCCC,240,ECHA,Boiling point,°C,
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,200,GESTIS,Boiling point,°C,
C=CC(Cl)(Cl)Cl,112,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCC#N,260,GESTIS,Boiling point,°C,
CCCCCCOC(=O)C(C)C,201,ECHA,Boiling point,°C,
CC1=CCC(C(C)(C)O)CC1,219.1,ECHA,Boiling point,°C,
CC1CCC(C)C1,90,,Boiling point,°C,
C1CCC(SSC2CCCCC2)CC1,127.5,,Boiling point,°C,
CN1CCCCCC1=O,237.5,AAT Bioquest,Boiling point,°C,
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,144,GESTIS,Boiling point,°C,
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,249.4,ECHA,Boiling point,°C,
NCCCCCCCCCCCCN,321.54,ECHA,Boiling point,°C,
CO[Si](C)(OC)c1ccccc1,202,,Boiling point,°C,
C[SiH](C)O[SiH](C)C,70.3,ECHA,Boiling point,°C,
CCCN1C(=O)CCC1=O,244.5,,Boiling point,°C,
CSC(=S)N(C)C,243,,Boiling point,°C,
CCCC(=O)C(C)=O,130,GESTIS,Boiling point,°C,
OCCCCCCCCCO,289.3,ECHA,Boiling point,°C,
NCCNCCNCCNCCNCCN,380,GESTIS,Boiling point,°C,
Cc1ccc2[nH]c3ccccc3c2c1,365,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,200,AAT Bioquest,Boiling point,°C,
CCCCNCC(=O)Nc1c(C)cccc1Cl,166.5,AAT Bioquest,Boiling point,°C,
CCCCCCCCCC(C)C,180,GESTIS,Boiling point,°C,
NCC1CCNCC1,200,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C#N)C#N,169.5,AAT Bioquest,Boiling point,°C,
CCCCOC(=O)C(C)OC(=O)CCC,248.7,ECHA,Boiling point,°C,
N#Cc1nc(C#N)nc(C#N)n1,262,,Boiling point,°C,
CCCCCCCCCCCCC=O,280,GESTIS,Boiling point,°C,
COc1ccc(Br)cc1Br,260,,Boiling point,°C,
C[Ge](C)=S,302,Handbook of chemistry and physics 2016,Boiling point,°C,
COc1cc(N)ccc1C,251,GESTIS,Boiling point,°C,
C=CC(C)C#N,124,,Boiling point,°C,
C=CC(=O)NCOCC(C)C,118,ECHA,Boiling point,°C,
CCS(=O)(=O)CCSP(=O)(OC)OC,115,GESTIS,Boiling point,°C,
CC(C)Cc1cccc2ccccc12,276.5,,Boiling point,°C,
Cc1cc(C)c2c(C)cccc2c1,285,10.1186/s13321-024-00895-0,Boiling point,°C,
CCOC(=O)Cc1ccc(O)cc1,314,,Boiling point,°C,
Clc1cc(Cl)cc(Br)c1,232,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)OCCC(C)CCCC(C)C,110,ECHA,Boiling point,°C,
CCCCCCCCCCCCCC(=O)OCC,295,GESTIS,Boiling point,°C,
CCCCOCCOCCOC(C)=O,245,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCC(N)=O,251,ECHA,Boiling point,°C,
Cc1cccc(-c2ccccc2)c1C,278,10.1186/s13321-024-00895-0,Boiling point,°C,
Cl/C=C/C=C/Cl,126,,Boiling point,°C,
C=C(C)C(=O)OCCN=C=O,213,ECHA,Boiling point,°C,
CC(=O)CCC1C(C)=CCCC1(C)C,277,ECHA,Boiling point,°C,
CCCCCCCc1cccc2ccccc12,340,,Boiling point,°C,
CC(C)CCN1C(=O)c2ccccc2C1=O,308,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCl,373,10.1186/s13321-024-00895-0,Boiling point,°C,
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],358.2,AAT Bioquest,Boiling point,°C,
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,499,,Boiling point,°C,
COc1ccc([N+](=O)[O-])cc1OC(C)=O,304.5,ECHA,Boiling point,°C,
CCN(CC)CC#N,169.43,ECHA,Boiling point,°C,
CCCC(SCC)SCC,219.5,,Boiling point,°C,
C[C@H](O)[C@H](C)O,176,,Boiling point,°C,
CC1=CC[C@@H]2[C@H](C1)C2(C)C,170.2,ECHA,Boiling point,°C,
CC(=O)[C@H](C)O,143,,Boiling point,°C,
CCSC(=O)C(=O)SCC,239,,Boiling point,°C,
Cc1cccc(CO)c1O,135,AAT Bioquest,Boiling point,°C,
Clc1ccc2cccnc2c1,262,,Boiling point,°C,
CP(C)(=O)Cl,207,,Boiling point,°C,
CCCCCCCC(C)S,208,,Boiling point,°C,
CCCC(CC)C(CC)CCC,200.5,,Boiling point,°C,
CCCc1ccc2ccccc2c1,273.25,,Boiling point,°C,
CCCCCCc1ccc2ccccc2c1,322.5,,Boiling point,°C,
CC#CCCCC#CC,180,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCI,407,10.1186/s13321-024-00895-0,Boiling point,°C,
Cc1cc(Cl)n(C)n1,157.5,AAT Bioquest,Boiling point,°C,
CC(=O)n1cccc1,180,,Boiling point,°C,
FCC(F)(F)C(F)(F)F,1,,Boiling point,°C,
CC(=O)CC(=O)OCC(C)C,204,,Boiling point,°C,
CCCCc1ccc(C(C)(C)C)cc1,252,,Boiling point,°C,
C=C(C)CCCCCCCCCCCCCCCCC,342,10.1186/s13321-024-00895-0,Boiling point,°C,
CC1(C)CCCC(=O)O1,221,,Boiling point,°C,
COc1cc(C=O)ccc1OC(=O)C(C)C,293,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCl,363,10.1186/s13321-024-00895-0,Boiling point,°C,
C[C@H](Oc1ccccc1)C(=O)O,266,10.1021/acs.jcim.6b00625,Boiling point,°C,
Cc1ccc(-n2cccn2)cc1,258.5,,Boiling point,°C,
CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,640,,Boiling point,°C,
CC1(C)[C@H]2CCC(=O)[C@@H]1C2,209,Handbook of chemistry and physics 2016,Boiling point,°C,
COC(=O)NC(C(=O)O)C(C)(C)C,215.85,ECHA,Boiling point,°C,
Cc1cccc(C(c2ccccc2)c2ccccc2)c1,353.5,,Boiling point,°C,
C=CCCC(=O)Oc1ccccc1,243.85,ECHA,Boiling point,°C,
CCCc1ccc(-c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1,398,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCC(=O)OCCOc1cccc(OCCOC(=O)CCCCCCCCCCCCCCC)c1,441,ECHA,Boiling point,°C,
CCCCC(CC)CC,143.1,Handbook of chemistry and physics 2016,Boiling point,°C,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,559,ECHA,Boiling point,°C,
NC(N)=NCc1cccc(I)c1,100,,Boiling point,°C,
O=C(CS)OCCOC(=O)CS,274.8,ECHA,Boiling point,°C,
Cc1ccc(C=O)c(O)c1,220,,Boiling point,°C,
Cc1ncc2c(n1)CSC2,280,PubChem,Boiling point,°C,
COC(C)(C)CCO,173,ECHA,Boiling point,°C,
c1ccc(CNc2ncnc3nc[nH]c23)cc1,529.4,Guidechem,Boiling point,°C,
CCCCCCCCCCCS,257.4,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCC(CC)COC(=O)Cl,207,AAT Bioquest,Boiling point,°C,
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.ClCC1CO1,320,GESTIS,Boiling point,°C,
C1CNCCNCCNCCN1,285.5,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCS,299,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,281,ECHA,Boiling point,°C,
CCCCCCN(CCCCCC)CCCCCC,261.7,Handbook of chemistry and physics 2016,Boiling point,°C,
CN1CCC(O)CC1,199.3,ECHA,Boiling point,°C,
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,187.7,ECHA,Boiling point,°C,
CC(O)C(Cl)(Cl)Cl,159,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC(=O)C(C(=O)OCC)c1ccccc1,291,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC(=O)c1ccccc1C,227,GESTIS,Boiling point,°C,
O=C1C=C(Cl)C(=O)O1,196,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1OC(=O)c2c(Cl)cccc21,315,ECHA,Boiling point,°C,
Cc1ccc(N)cc1S(=O)(=O)O,374.86,ECHA,Boiling point,°C,
Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,339,ECHA,Boiling point,°C,
Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,497.45,ECHA,Boiling point,°C,
c1ccc2c(c1)[nH]c1ncccc12,363,,Boiling point,°C,
Fc1ccc2ccccc2c1,212,Handbook of chemistry and physics 2016,Boiling point,°C,
Fc1ccccc1I,188.6,Handbook of chemistry and physics 2016,Boiling point,°C,
FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,51.7,Handbook of chemistry and physics 2016,Boiling point,°C,
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,180.5,ECHA,Boiling point,°C,
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,198,ECHA,Boiling point,°C,
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,218,GESTIS,Boiling point,°C,
CCC(F)(F)F,-13,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)=C(F)c1ccccc1,135,,Boiling point,°C,
Cc1ccc(N)c(F)c1,70,AAT Bioquest,Boiling point,°C,
O=C(F)c1ccccc1,154.5,Handbook of chemistry and physics 2016,Boiling point,°C,
O=Cc1ccc(F)cc1,181.5,Handbook of chemistry and physics 2016,Boiling point,°C,
Oc1cccc2c1CCCC2,266,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCOC(=O)OCCCC,207.46,ECHA,Boiling point,°C,
ClCc1ccc(Br)cc1,236,Handbook of chemistry and physics 2016,Boiling point,°C,
N#Cc1ccccc1CCl,252,,Boiling point,°C,
Cc1ccc(O)c(C=O)c1,217.5,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])OC(CO)CO,157.5,10.1021/acs.jcim.6b00625,Boiling point,°C,
O=C(OCCCl)OCCCl,241,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)C1=CCCCC1,241,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,94,,Boiling point,°C,
O=C(c1ccccc1)c1ccc2ccccc2c1,398,,Boiling point,°C,
FC(F)(Cl)C(F)(F)C(F)(F)Cl,35.7,Handbook of chemistry and physics 2016,Boiling point,°C,
FCC(F)(F)C(F)(F)Cl,28,,Boiling point,°C,
CCCO[Si](OCCC)(OCCC)OCCC,227,ECHA,Boiling point,°C,
CCCCCCCCC(=O)Cl,218,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1c(F)cccc1[N+](=O)[O-],209.5,,Boiling point,°C,
CC1(C)COCOC1,126,,Boiling point,°C,
COc1cc(C)cc(C)c1,193,GESTIS,Boiling point,°C,
Cc1cc2ccccc2c(C)c1C,283,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(C)(C)CC(C)(C)c1cc(O)c(C(C)(C)CC(C)(C)C)cc1O,395.45,ECHA,Boiling point,°C,
CC(C)(C)c1ccc(C=O)cc1,248.7,ECHA,Boiling point,°C,
CCCCCCCCCCN(C)C,237,ECHA,Boiling point,°C,
Cc1cc2cc(C)c(C)cc2cc1C,311,,Boiling point,°C,
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,205,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(O)CCCC1,136,Handbook of chemistry and physics 2016,Boiling point,°C,
C=Cc1ccco1,101,Handbook of chemistry and physics 2016,Boiling point,°C,
OCCC1CCNCC1,227.5,Handbook of chemistry and physics 2016,Boiling point,°C,
Fc1ccc(Cl)c(Cl)c1,170.5,,Boiling point,°C,
NC(N)(C(F)(F)F)C(F)(F)F,91.25,,Boiling point,°C,
N#CC=Cc1ccccc1,254.75,,Boiling point,°C,
CC(=O)c1cc(C)ccc1C,232.5,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(-c2ccsc2)cc1,255,,Boiling point,°C,
CC(=O)c1cc(Cl)ccc1Cl,251,,Boiling point,°C,
Cl[Si](Cl)(Cl)CC[Si](Cl)(Cl)Cl,201,,Boiling point,°C,
Cc1ccc2c(C)c(C)ccc2c1,280,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(=O)c1ccc(C)c(C)c1,245,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCOC(=O)C(Cl)(Cl)Cl,204,Handbook of chemistry and physics 2016,Boiling point,°C,
C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,201.25,ECHA,Boiling point,°C,
CCC(=O)CC(C)(C)c1ccccc1,258.9,ECHA,Boiling point,°C,
CCOc1ccc(OC)cc1,216.5,,Boiling point,°C,
C=C(C)C(=O)NCOCCCC,160,ECHA,Boiling point,°C,
CCC1(CO)COCOC1,239.5,ECHA,Boiling point,°C,
Cc1c(F)c(F)cc(F)c1F,125,,Boiling point,°C,
C=CCOCC(O)CO,245,GESTIS,Boiling point,°C,
FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)F,62,,Boiling point,°C,
FC(Cl)CCl,74,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(C)C2CC3C(C2)C31C,152.5,Handbook of chemistry and physics 2016,Boiling point,°C,
O=S(=O)(O)c1ccc(-c2ccc(S(=O)(=O)O)cc2)cc1,200,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C)COB(OCC(C)(C)C)OCC(C)(C)C,232.25,,Boiling point,°C,
Cc1cc(C)c(Br)cc1C,234,10.1021/acs.jcim.6b00625,Boiling point,°C,
Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,356.41,ECHA,Boiling point,°C,
O=P(CCCl)(OCCCl)OCCCl,170.25,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1cc(N)c2ccccc2n1,314.33,ECHA,Boiling point,°C,
CC1(C)CCC(C)(C)c2ccccc21,248,,Boiling point,°C,
CCCCCCCOC(=O)CCCCC,259.5,,Boiling point,°C,
CCN(C(C)C)C(C)C,128.33,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCSC,330,,Boiling point,°C,
Cc1ccc2oc3ccccc3c2c1,305,,Boiling point,°C,
N#CCN(CC#N)CC#N,120,ECHA,Boiling point,°C,
CCOC(=O)CC(C(=O)OCC)C(=O)OCC,267,,Boiling point,°C,
CC1=CC[C@@H]2C[C@H]1C2(C)C,156,ECHA,Boiling point,°C,
C[Si](Cl)(Cl)CCCCl,184,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCc1ccccc1,402,Handbook of chemistry and physics 2016,Boiling point,°C,
CC[C@@H](C)O,99,,Boiling point,°C,
Cc1ccc([N+](=O)[O-])c(C)n1,227,,Boiling point,°C,
CCCCCCCOC(=O)CCC(=O)OCCCCCCC,294,ECHA,Boiling point,°C,
COC(C)(C)C1CC=C(C)CC1,222.2,ECHA,Boiling point,°C,
CCC(Cc1ccccc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,413.8,ECHA,Boiling point,°C,
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,285,GESTIS,Boiling point,°C,
CC(CC(C)(C)C)C[Si](Cl)(Cl)Cl,202,ECHA,Boiling point,°C,
CC1CCOC1=O,200,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1CCNc2ccccc21,251.5,,Boiling point,°C,
CCOC(=O)c1cc(OC)cc(OC)c1,255,,Boiling point,°C,
O=C1C(c2nc3ccccc3cc2O)=C(O)c2ccccc21,300,ECHA,Boiling point,°C,
C=COCCCCO,189.53,ECHA,Boiling point,°C,
C=CC(F)(F)C(F)(F)Br,61,ECHA,Boiling point,°C,
O=C(O)c1cncc(Br)c1,300.4,ECHA,Boiling point,°C,
CC(C)(C)c1cccc([N+](=O)[O-])c1,254,AAT Bioquest,Boiling point,°C,
CCCCCCCCCCCCCCCS,325,,Boiling point,°C,
OC[C@@H]1CCCN2CCCC[C@H]12,270,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,232,ECHA,Boiling point,°C,
C1O[C@H]1[C@H]1CO1,144.5,,Boiling point,°C,
C[C@@H]1CC[C@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,292,10.1021/acs.jcim.6b00625,Boiling point,°C,
CC(O)COc1ccccc1,241.2,ECHA,Boiling point,°C,
C=C(C)C(CO)CC=C(C)C,229,PubChem,Boiling point,°C,
CCCCCCCCCCCCCCC(C)CC,310,,Boiling point,°C,
CCCCCCCCCCCCCCCCC(C)CC,336,,Boiling point,°C,
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,406,PubChem,Boiling point,°C,
CC1C=CCC2C(=O)OC(=O)C12,293.2,ECHA,Boiling point,°C,
CC1CCCC(Br)C1,181,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(O)C(=O)NCCO,263,ECHA,Boiling point,°C,
CC(C=O)C1CCCCC1,198.25,GESTIS,Boiling point,°C,
Cc1ccc(C)n1CCO,249,,Boiling point,°C,
c1ccc2c(c1)CCOC2,110,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)COC(=O)C(O)C(O)C(=O)OCC(C)C,311,,Boiling point,°C,
O=C1OCC(CO)O1,239,ECHA,Boiling point,°C,
CC(C)=CCCC(C)CCCC(C)C=O,260,ECHA,Boiling point,°C,
CCC(C)NCCO,186,GESTIS,Boiling point,°C,
C[C@H](Br)[C@@H](C)Br,158.16667,,Boiling point,°C,
CC1C(O)CC2CC1C2(C)C,217.5,,Boiling point,°C,
COC(=N)C(Cl)(Cl)Cl,151,,Boiling point,°C,
FC(F)=C(Cl)C(F)(F)F,6,,Boiling point,°C,
CCC(N)CCN,164,GESTIS,Boiling point,°C,
O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,54,,Boiling point,°C,
CCC(C)c1cc(C)ccc1O,237,,Boiling point,°C,
CS(=O)(=O)Nc1ccccc1Oc1ccccc1,398.2,ECHA,Boiling point,°C,
Cc1cc(Br)cc([N+](=O)[O-])c1,269.5,AAT Bioquest,Boiling point,°C,
C[C@H](Cl)C(=O)O,190,ECHA,Boiling point,°C,
CC(C)CC(C)(C)CC(C)(C)C,184.5,,Boiling point,°C,
CC1CCCOC1,111,GESTIS,Boiling point,°C,
CCCCCCCCCc1cccc2ccccc12,366,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)c1cccc2c(C(C)C)cccc12,294.5,GESTIS,Boiling point,°C,
O=C1CCCC2C3CC(CN12)C1CCCCN1C3,187,AAT Bioquest,Boiling point,°C,
CC(C)(C)c1ccc2c(c1)C(=O)OC2=O,311.5,,Boiling point,°C,
CCc1ccccc1C#N,212,,Boiling point,°C,
C/C=C(\C)C(=O)O,198.5,Handbook of chemistry and physics 2016,Boiling point,°C,
C1CC2CC1C2,70,,Boiling point,°C,
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,247,ECHA,Boiling point,°C,
C1CCC2(CC1)CC2,122,,Boiling point,°C,
CC#CC(C)(C)O,134,,Boiling point,°C,
CC(C)=C=O,34,,Boiling point,°C,
CC1(C)C(=O)C(C)(C)C(=O)C(C)(C)C1=O,246,,Boiling point,°C,
CC1(C)CCC(O)CC1,186,,Boiling point,°C,
c1ccc2c3c(ccc2c1)CCCC3,167,,Boiling point,°C,
N=C(c1ccccc1)c1ccccc1,305.5,ECHA,Boiling point,°C,
CC1(C(=O)O)CCCC1,219.5,,Boiling point,°C,
CON(C)C,30,,Boiling point,°C,
CCCCCC#CCCCCC,213,Handbook of chemistry and physics 2016,Boiling point,°C,
CN(C)[Si](Cl)(Cl)Cl,123,,Boiling point,°C,
CCn1ccccc1=O,247,,Boiling point,°C,
Cc1ccc(C)c(Cc2ccccc2)c1,294.82,10.1186/s13321-024-00895-0,Boiling point,°C,
Clc1nccc2ccccc12,274.5,,Boiling point,°C,
CC(C)COC(=O)C(Cl)(Cl)Cl,188,Handbook of chemistry and physics 2016,Boiling point,°C,
CSP(C)C,119,,Boiling point,°C,
CC(=O)CC(=O)OCc1ccccc1,270,,Boiling point,°C,
CCCCc1ccccc1-c1ccccc1,292,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccc(-c2ccccc2C#N)cc1,320,ECHA,Boiling point,°C,
C=C(C)C(=O)OCCCCCCCCCCCCCCCCCCCC,380,ECHA,Boiling point,°C,
CC(CC(C)(C)C#N)c1ccccc1,276,ECHA,Boiling point,°C,
OCC1CC2CC1C1CCC(CO)C21,334.5,GESTIS,Boiling point,°C,
CC(C)OCCOC(=O)c1ccccc1O,287.85,ECHA,Boiling point,°C,
CCOC(=O)c1ccnc(C(=O)OCC)c1,308.4,ECHA,Boiling point,°C,
C/C=C/C(C)C,58.6,Handbook of chemistry and physics 2016,Boiling point,°C,
C=CC(=O)OCCOC(=O)CCC(=O)O,308.85,ECHA,Boiling point,°C,
CCC(C)c1ccccc1-c1ccccc1,281,,Boiling point,°C,
FC(F)(F)c1cccc(C(F)(F)F)c1C(F)(F)F,162.5,,Boiling point,°C,
c1ccc2c(c1)ccc1ccc3c4ccccc4c4ccccc4c3c12,547,10.1021/acs.energyfuels.8b00018,Boiling point,°C,
Cc1cccc(C2CCCCC2)c1O,296.5,,Boiling point,°C,
CCOCC(O)CCl,175.75,,Boiling point,°C,
OCCCC(F)(F)C(F)(F)F,126,ECHA,Boiling point,°C,
C[Si](C)(C)[Se][Si](C)(C)C,181,,Boiling point,°C,
CC(C)(C)[Si](C)(C)O,139,,Boiling point,°C,
Oc1cnn(-c2ccccc2)c1,335,,Boiling point,°C,
Cc1cncnc1C,170.5,,Boiling point,°C,
Cc1cccc(C)c1C=O,230,,Boiling point,°C,
O=C1Cc2ccccc2S1,262,,Boiling point,°C,
CC[Si](C)(C)O[Si](C)(C)CC,152,,Boiling point,°C,
Nc1ccc(OC(F)(F)F)cc1,195,ECHA,Boiling point,°C,
Cc1cc(C)c(C2CCCCC2)c(C)c1,283.5,,Boiling point,°C,
Cl[Si]1(Cl)C[Si](Cl)(Cl)C1,166,,Boiling point,°C,
CO/C=C/OC,95.5,,Boiling point,°C,
C1CC2CC(C1)C2,110,,Boiling point,°C,
C/C=C/C=C/C=O,174,Handbook of chemistry and physics 2016,Boiling point,°C,
C/C=C/c1ccc(OC)c(OC)c1,263,GESTIS,Boiling point,°C,
CCOC(=O)/C=C/C(=O)OCC,214,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C)C(=NN=C(C(C)(C)C)C(C)(C)C)C(C)(C)C,133,PubChem,Boiling point,°C,
C/C=C/CCCC,98,GESTIS,Boiling point,°C,
CCOC(=O)c1cc2ccccc2o1,274,,Boiling point,°C,
C[C@@H](N)c1ccccc1,191.75,ECHA,Boiling point,°C,
C/C=C\OC,45,,Boiling point,°C,
COc1ccc2[nH]c(=S)[nH]c2c1,250,ECHA,Boiling point,°C,
Cc1n[nH]c(C)c1Cl,221,AAT Bioquest,Boiling point,°C,
CC(=O)C(N=Nc1cc(C(N)=O)ccc1C)C(=O)Nc1ccc(NC(=O)C(N=Nc2cc(C(N)=O)ccc2C)C(C)=O)c(Cl)c1,656,ECHA,Boiling point,°C,
NC(=O)C1(N)CCCC1,260.75,GESTIS,Boiling point,°C,
CCCCCC[Si](CC)(CC)CC,229.75,,Boiling point,°C,
[Ca+2].[N-]=C=[N-],1175,,Boiling point,°C,
Cc1ccc(C(O)c2ccccc2)cc1C,336,,Boiling point,°C,
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,534,,Boiling point,°C,
CCCC[N+](CCCC)=C(N(CC)CC)N(CC)CC.[Cl-],264.5,ECHA,Boiling point,°C,
FC(=C(Cl)Cl)C(Cl)(Cl)Cl,167,,Boiling point,°C,
CC1CCCC1C1CCCC1C,216,,Boiling point,°C,
CC1=NN(c2ccccc2)CC1,289,,Boiling point,°C,
O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccccc3)cc2)cc1,300,ECHA,Boiling point,°C,
O=C(c1ccccc1)n1cccn1,281,,Boiling point,°C,
C1CC[Si]2(C1)CCCC2,173.5,,Boiling point,°C,
C[Si](C)(F)CBr,98,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCCc1ccccc1,462,10.1186/s13321-024-00895-0,Boiling point,°C,
O=C1C=C(Cl)C(Cl)(Cl)O1,189,,Boiling point,°C,
C/C(=C\c1ccc(C)cc1)CO,275.35,ECHA,Boiling point,°C,
C[Si](Cl)Cl,41,GESTIS,Boiling point,°C,
CO[Si](C)OC,61,GESTIS,Boiling point,°C,
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,550.3,,Boiling point,°C,
FC(F)(F)c1cccc([Si](F)(F)F)c1,118,,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)[Se][Se]C(F)(F)C(F)(F)C(F)(F)F,149,,Boiling point,°C,
C[Si](C)(C)C[Pb](C)(C)C,179,,Boiling point,°C,
